Date,Division,Product,Revenue,Expense,Profit,Employee_Count,Customer_Count,New_Customers,Lost_Customers,Ad_Spend,IT_Spend,R&D_Spend,Year,Forecast_Revenue,Forecast_Expense,Forecast_Profit
2014-09-01,North,Speakers,94162.40788365962,88371.2564261911,25613.319764846678,28,756,44,4,1872.5331079759835,6035.686508672001,27034.54981412136,2014,98870.5282778426,91022.39411897684,7848.134158865767
2015-06-01,South,Smartwatches,109528.18716684064,81890.80882140658,11745.12515520276,78,459,14,4,5686.93205372202,6847.81820580036,35788.48860498026,2015,115004.59652518267,84347.53308604877,30657.063439133897
2016-02-01,East,Headphones,84108.572432543,61377.21180997681,21360.058250339964,91,763,48,1,7803.215716641294,14030.337639255398,37776.31141077068,2016,88314.00105417016,63218.52816427612,25095.472889894045
2018-02-01,South,Smartwatches,96541.06650309345,66062.11325969563,15412.459021194943,42,766,32,18,1074.157196594996,16008.757921621807,13915.834543790295,2018,101368.11982824812,68043.9766574865,33324.143170761614
2021-12-01,South,Smartwatches,102291.02376460354,69530.35188132865,30592.99765038873,47,235,25,14,1427.7539703295777,7346.329682915732,44981.65827807029,2021,107405.57495283372,71616.26243776851,35789.312515065205
2019-04-01,West,Headphones,102705.36818205351,91767.04276286084,23476.82910996821,22,864,15,13,5198.268612931107,6691.857013840922,17029.271897764964,2019,107840.63659115619,94520.05404574667,13320.582545409517
2024-11-01,South,Smartwatches,52097.27562001487,82557.8772109422,19857.50927595637,58,527,24,8,8854.99799684842,15366.183102434514,10418.413249528112,2024,54702.13940101562,85034.61352727047,-30332.47412625485
2020-05-01,North,Headphones,104432.82743606128,74186.84728226493,14860.402741748245,82,929,40,6,9980.098415008468,12755.335066219564,27188.282902010465,2020,109654.46880786435,76412.45270073289,33242.016107131465
2023-11-01,West,Headphones,65342.80714119302,86133.65983779194,24450.14638752336,99,128,23,17,1840.544355990825,10577.55067113612,13586.63398164837,2023,68609.94749825267,88717.66963292571,-20107.722134673037
2017-02-01,South,Speakers,94272.03036998089,68747.19760876737,3676.8208573624834,62,694,14,11,1165.0776306056916,15874.685932024764,48239.0917852731,2017,98985.63188847994,70809.6135370304,28176.018351449544
2016-04-01,West,Speakers,89971.69906183003,91075.6816327439,21920.850541121486,10,429,19,15,3058.929298888755,11835.155920867815,21352.48621758094,2016,94470.28401492153,93807.95208172622,662.3319331953098
2017-04-01,North,Headphones,78425.34201599628,86758.36861068338,22551.897734411363,21,133,49,7,5207.2321705803615,11976.82448876769,18943.98381353356,2017,82346.6091167961,89361.11966900388,-7014.510552207779
2023-12-01,North,Laptops,116863.34408002433,76632.51290185492,22258.684649450952,33,603,49,8,6146.163205798819,5236.11888872719,20479.58866475399,2023,122706.51128402555,78931.48828891056,43775.02299511498
2013-02-01,South,Tablets,77520.48280206489,77566.00191369209,24189.23377758369,10,927,22,11,9761.36420638732,9740.138526649262,21334.24482850918,2013,81396.50694216814,79892.98197110285,1503.524971065286
2014-11-01,West,Laptops,89541.2622122507,74872.64857255942,17175.137678145427,77,203,11,2,8996.173228193697,5075.519541406728,12502.935973188696,2014,94018.32532286324,77118.8280297362,16899.49729312703
2021-06-01,South,Headphones,117574.6834600638,94939.13034115772,22746.569203086678,16,593,34,11,6058.888275603072,18857.709694026184,31600.263415711648,2021,123453.41763306699,97787.30425139246,25666.113381674528
2018-03-01,South,Tablets,88969.99188020678,83241.37769173933,16650.037248621724,78,470,18,14,4255.424590869759,9409.086364272523,10720.208301841409,2018,93418.49147421712,85738.6190224915,7679.87245172562
2015-03-01,West,Speakers,84829.8001862915,76752.6972692454,15848.085586655783,48,487,41,13,3891.674067378591,7707.801363259083,39870.812130932696,2015,89071.29019560608,79055.27818732277,10016.012008283316
2014-01-01,South,Tablets,94636.8911189474,65445.33645406157,14838.268680643185,41,844,45,8,6153.622049745907,6363.4594588840255,40709.211646623706,2014,99368.73567489478,67408.69654768342,31960.039127211363
2012-08-01,North,Headphones,110810.05041142197,88842.37317077142,18740.101660678185,58,336,34,12,7492.175571236778,5699.540000455859,25987.91562625884,2012,116350.55293199306,91507.64436589456,24842.9085660985
2021-03-01,West,Speakers,128926.15209588411,88141.32781175357,25556.120072005546,40,834,31,9,5334.992410715079,18290.13669688256,48832.759616024894,2021,135372.45970067833,90785.56764610618,44586.89205457215
2011-09-01,West,Tablets,81277.5680412435,72115.36373149692,28575.380637268507,88,189,41,10,3739.5890172150393,7527.692659342616,41271.74122156962,2011,85341.44644330569,74278.82464344184,11062.621799863846
2011-08-01,West,Tablets,82898.36069067818,73697.64587116093,18647.900614712868,12,432,45,11,6518.488221456504,14262.27282512414,14922.620862109816,2011,87043.27872521209,75908.57524729575,11134.703477916337
2022-10-01,West,Laptops,94473.2919014693,78244.7861697714,16775.160441175467,56,476,21,11,6021.477834972271,14768.271637459577,49193.93020963426,2022,99196.95649654277,80592.12975486454,18604.826741678233
2020-07-01,South,Tablets,104602.81302534352,62695.61508664359,26647.15852547192,24,339,34,16,4846.315077766064,9763.166693981508,43804.88560948426,2020,109832.9536766107,64576.4835392429,45256.4701373678
2015-08-01,South,Headphones,84595.06672005283,81105.60228356687,22167.13731323457,60,829,22,18,7735.202094208241,17498.692459431644,38159.62387173031,2015,88824.82005605547,83538.77035207387,5286.049703981596
2019-02-01,North,Smartphones,113771.26735772307,55318.43242607304,20145.300580679632,91,281,7,9,3539.990250363719,8210.453870912519,36137.97269821429,2019,119459.83072560924,56977.985398855235,62481.845326754
2019-08-01,East,Smartphones,81654.44497094875,60807.958438560665,14471.090481077315,94,356,32,3,5364.325014125294,6071.86947293125,34190.00197840485,2019,85737.16721949619,62632.19719171749,23104.970027778698
2021-11-01,East,Smartphones,61982.90821008074,72356.08392325751,27158.50832858459,83,843,41,4,9463.055731636408,6028.129132798351,49609.03909048766,2021,65082.05362058478,74526.76644095524,-9444.712820370456
2019-12-01,North,Headphones,110635.50562331354,70575.57368572961,20468.42414336764,30,288,34,19,7505.458186308606,9506.402403916276,29139.695684015416,2019,116167.28090447922,72692.84089630151,43474.44000817771
2016-07-01,East,Smartphones,112951.7894629249,86770.86389534088,20000.798985205183,99,940,25,10,4491.747034506572,11948.697372738525,16633.12051904427,2016,118599.37893607115,89373.9898122011,29225.389123870045
2019-08-01,North,Laptops,120893.0127126552,84244.9607153369,22708.376270752604,50,514,24,13,5915.599594180778,14440.448152394523,21778.34618673862,2019,126937.66334828796,86772.30953679701,40165.353811490946
2017-08-01,South,Headphones,60162.00405685751,100649.3614096362,20109.4912673904,12,955,26,1,4649.337074612012,15930.624497501494,25008.6611642058,2017,63170.10425970039,103668.84225192529,-40498.7379922249
2011-02-01,West,Speakers,86687.69896954291,81392.71728179303,27373.18322556857,10,354,40,12,2012.932151030605,7680.36425247919,22657.22018103923,2011,91022.08391802006,83834.49880024682,7187.58511777324
2022-11-01,West,Headphones,94978.83663602515,83091.94952346612,25059.004912006934,30,144,40,11,4014.4348102787353,15258.845494757645,11214.088324289827,2022,99727.77846782641,85584.7080091701,14143.070458656308
2020-05-01,South,Headphones,135139.16346835767,62554.18597619838,17193.347246005404,84,927,25,5,8743.988215303241,7738.100783492599,12949.085192347437,2020,141896.12164177556,64430.81155548433,77465.31008629123
2023-12-01,West,Tablets,96815.97210041882,62585.34911527779,20434.504661199124,89,697,28,2,5150.817961985552,19957.895588516672,10197.131091467054,2023,101656.77070543976,64462.909588736125,37193.861116703636
2014-10-01,West,Tablets,73069.66623949079,80966.40010598331,17072.901695814013,30,300,25,17,6261.7375043646,19386.020743466757,37164.47610960648,2014,76723.14955146534,83395.39210916281,-6672.242557697478
2012-04-01,East,Tablets,105934.80929509584,81225.67889390328,29446.82058471309,84,458,11,17,2633.020834087174,6536.112349791562,36580.16747009367,2012,111231.54975985063,83662.44926072039,27569.100499130247
2012-02-01,South,Smartwatches,126189.12451592227,84343.85549434209,16385.606356254088,58,442,12,15,4206.081930622629,14826.801382737132,12725.1633848757,2012,132498.58074171838,86874.17115917236,45624.409582546024
2019-05-01,East,Laptops,121932.7788592167,99044.50921050944,19404.85864084847,74,311,26,4,9362.844864048882,18549.00339397093,22607.3773293188,2019,128029.41780217754,102015.84448682472,26013.573315352827
2015-06-01,East,Headphones,111235.96328655595,63247.88845340727,21819.633220440635,50,730,26,11,3828.209458537887,6210.536459767808,21320.489260021972,2015,116797.76145088376,65145.32510700949,51652.436343874266
2022-09-01,West,Headphones,105252.64734216333,105348.67992397994,22528.597240531017,76,397,34,1,3255.049585274392,6859.722813920914,28144.186629815515,2022,110515.2797092715,108509.14032169935,2006.139387572155
2020-11-01,West,Tablets,54644.95381098216,57649.845601025765,23372.895681776827,51,254,38,10,1503.0983519544616,10204.964025025314,24347.869546305694,2020,57377.20150153127,59379.34096905654,-2002.1394675252668
2013-08-01,South,Headphones,100513.32910107424,85594.10732760835,24004.83277163345,78,797,33,18,1875.077365130708,6435.927540813912,42820.48282062941,2013,105538.99555612795,88161.9305474366,17377.065008691352
2018-01-01,West,Speakers,103562.80525063472,61304.69157258872,23464.300280395157,66,296,14,15,6263.104042773152,18283.88228685117,45307.21653319855,2018,108740.94551316646,63143.832319766385,45597.11319340007
2013-06-01,West,Headphones,96801.80651497812,90862.05698414914,17835.131526605077,52,948,9,19,6940.295189043042,18133.172653278987,18241.63958737791,2013,101641.89684072703,93587.91869367361,8053.978147053422
2010-06-01,South,Smartphones,114141.99774978728,57742.480191839866,17268.20440826759,21,581,43,4,6774.224317549247,19230.69024133604,14839.919068920815,2010,119849.09763727665,59474.75459759506,60374.34303968158
2023-11-01,West,Speakers,96480.0439445461,39012.88487677877,20191.149364317047,87,812,38,6,5858.463905815264,8074.881217817784,43572.224346009054,2023,101304.0461417734,40183.27142308214,61120.77471869127
2024-12-01,East,Speakers,92628.735899944,82188.04930968885,17241.506637777697,73,877,42,2,5418.74167866577,5680.267887763284,30059.832650160628,2024,97260.17269494121,84653.69078897953,12606.481905961686
2011-11-01,South,Headphones,120779.95443304507,78125.29685670383,16711.40930290791,60,478,14,13,1649.268258504749,11669.419647497987,22974.93827017012,2011,126818.95215469733,80469.05576240495,46349.89639229237
2017-05-01,West,Smartwatches,91728.22572448634,96591.05661396618,17890.306377455247,82,847,13,2,8566.257981611558,18208.29929158852,12055.699480064966,2017,96314.63701071066,99488.78831238516,-3174.151301674501
2020-03-01,North,Tablets,101293.08144278248,81167.98678738663,30510.673471322523,69,805,36,13,5617.726829858571,14576.701989072168,34244.988571856986,2020,106357.73551492162,83603.02639100823,22754.709123913388
2024-10-01,South,Laptops,117950.62559363764,68827.18275955741,27719.113976922534,80,466,9,15,2187.232023854409,19974.75714713167,18309.035491699346,2024,123848.15687331953,70891.99824234414,52956.15863097539
2024-03-01,South,Laptops,79786.62497493555,71902.84915706285,18804.10006366269,89,636,39,18,2222.645101644449,18585.30053849967,11507.469535846763,2024,83775.95622368233,74059.93463177474,9716.021591907585
2022-03-01,North,Smartphones,77616.27335677261,128240.30252031752,9667.432902252,37,870,15,11,5616.608695287576,10891.256518594855,27792.35428708299,2022,81497.08702461125,132087.51159592706,-50590.424571315816
2014-03-01,West,Laptops,127158.80311301706,66881.37910838146,17048.54330793496,80,170,46,5,3201.1894043715106,5592.996119939729,33885.5000172272,2014,133516.74326866792,68887.82048163291,64628.922787035015
2010-11-01,West,Laptops,88145.75992627183,87868.23776098147,24400.10498912685,23,127,20,14,9297.684820573788,5077.569562551149,16855.077097136076,2010,92553.04792258542,90504.28489381092,2048.763028774498
2010-12-01,South,Tablets,113848.648633722,86032.99703582677,12172.31951426308,41,492,31,16,5490.540379293518,14663.092233591207,36058.12652925836,2010,119541.0810654081,88613.98694690158,30927.094118506517
2016-02-01,South,Tablets,64493.57936319453,88217.91481350719,23019.214836875653,17,622,24,14,9805.76669849974,18736.488951526582,17555.515213828498,2016,67718.25833135426,90864.4522579124,-23146.193926558146
2010-08-01,West,Smartwatches,49938.96813782663,86993.20896065774,22698.567895703352,36,448,5,9,7607.428316735356,11663.4528248031,10829.595120594266,2010,52435.91654471797,89603.00522947747,-37167.088684759496
2022-08-01,West,Smartphones,107284.6011669052,75985.73417148809,20086.623546765382,59,217,30,6,8296.29000619502,18114.38111200281,15957.29648511208,2022,112648.83122525045,78265.30619663274,34383.52502861772
2013-05-01,East,Laptops,97449.5869642105,53569.268366895965,19811.981213563984,68,479,15,9,4499.908859510499,13501.113121019296,33479.798767296044,2013,102322.06631242103,55176.346417902845,47145.71989451818
2023-08-01,South,Smartwatches,107472.62883328096,82334.46329749744,15477.116834613204,66,307,19,5,2206.187016670412,6470.295166613344,35412.38104126305,2023,112846.26027494502,84804.49719642237,28041.76307852265
2017-01-01,South,Smartphones,137494.17605219677,79807.69082635407,23484.11961548063,12,522,43,11,7207.26697741975,16974.73049112586,44591.67033141191,2017,144368.88485480662,82201.9215511447,62166.96330366192
2015-12-01,North,Speakers,75253.1636017523,81858.97878055413,21549.56666873229,36,192,44,12,4663.640807713393,12388.910506163802,12495.698297650044,2015,79015.82178183991,84314.74814397075,-5298.926362130835
2014-07-01,East,Laptops,100763.7578849286,88478.47923314825,17596.85953469721,43,240,22,17,9539.9366387196,5765.958552344948,48118.30869529508,2014,105801.94577917503,91132.8336101427,14669.112169032334
2021-05-01,West,Laptops,129549.32171165176,73795.73628653363,16074.935357076549,35,454,28,6,2742.690179892189,17219.053520868685,30876.95752113558,2021,136026.78779723437,76009.60837512964,60017.17942210473
2013-11-01,East,Tablets,78140.19773006681,70695.63672188958,14032.87685929263,49,622,32,6,6638.531035397936,16364.81412788119,19823.52561967049,2013,82047.20761657016,72816.50582354626,9230.701793023894
2021-11-01,West,Headphones,88305.45928454334,93512.6468392089,21857.604826748968,95,902,29,15,8794.55063497278,11859.308876668129,24616.60539513296,2021,92720.73224877051,96318.02624438517,-3597.2939956146583
2024-08-01,West,Smartphones,64654.29591996802,75067.29775011048,18988.781414584937,41,850,27,17,4625.461445025232,5291.963552306733,12227.093467400922,2024,67887.01071596642,77319.31668261379,-9432.305966647371
2018-08-01,East,Laptops,144756.98518337164,72594.22261817954,19052.51837299661,50,875,15,3,9583.008573611389,10204.050873140077,14403.663694521449,2018,151994.83444254022,74772.04929672493,77222.78514581529
2013-06-01,South,Smartphones,55909.18987664383,71296.35731233338,12194.094107385528,11,874,37,19,1689.5492489434232,11524.262097471315,45296.05777495477,2013,58704.64937047603,73435.24803170338,-14730.598661227348
2014-12-01,West,Smartwatches,115971.71405286885,88918.53330372997,14524.125409322707,81,168,20,2,6282.33174049351,7479.723213837336,14236.321536091657,2014,121770.2997555123,91586.08930284188,30184.21045267042
2010-12-01,East,Smartwatches,73604.00078439643,76853.51233328182,13980.298263794222,16,681,40,9,7996.480483357036,7413.57251787948,12233.58358760274,2010,77284.20082361625,79159.11770328028,-1874.9168796640297
2020-10-01,North,Headphones,78982.15535202608,113192.11684168749,23843.752376257875,28,796,27,9,2816.2622341280985,7504.712159553777,33930.715261710386,2020,82931.26311962739,116587.88034693811,-33656.61722731072
2010-07-01,East,Laptops,121279.07874446436,80861.71872649882,20858.49965370915,42,982,10,7,1520.717069143092,10558.656211114676,25309.38763708228,2010,127343.03268168759,83287.57028829378,44055.46239339381
2016-08-01,North,Tablets,85149.79135411113,61900.96821528984,18585.079635045317,11,223,47,16,1719.0785070527827,17263.160552385474,26237.172807915063,2016,89407.2809218167,63757.99726174853,25649.283660068162
2020-11-01,West,Laptops,113035.7514245414,73446.88962233144,25527.804527445136,76,518,28,6,3873.063157366752,16390.362033330824,14810.92687928403,2020,118687.53899576848,75650.29631100138,43037.2426847671
2019-01-01,East,Smartphones,127600.63167689984,89829.8119332996,24820.6301812321,87,833,42,9,3008.5453281117334,5151.715949974864,11766.766171013653,2019,133980.66326074483,92524.70629129859,41455.95696944624
2010-03-01,East,Speakers,104013.93971304724,70997.43086758419,25527.17838946291,24,622,46,13,3015.0113973657217,5144.639215062236,44629.17193608761,2010,109214.6366986996,73127.35379361172,36087.28290508788
2012-03-01,North,Smartwatches,117785.71698428328,79741.72282647504,18789.779850030664,30,777,10,2,5126.68872865047,6165.446485346993,25581.52524651992,2012,123675.00283349745,82133.9745112693,41541.02832222814
2019-06-01,East,Smartphones,101613.46391205366,94676.83106468873,12928.155945563012,87,702,14,14,1764.4040132532605,11998.72679243175,14404.287936939008,2019,106694.13710765635,97517.1359966294,9177.001111026955
2018-11-01,East,Headphones,102540.12170557091,96933.01329425104,28532.49539581969,68,859,26,5,9959.505664049442,18333.23309218392,18010.187612741352,2018,107667.12779084947,99841.00369307857,7826.124097770895
2013-04-01,West,Smartwatches,87301.41808323546,72133.73237701015,22621.043947529968,91,440,27,11,7262.26865762379,7733.856749856646,14116.373595966215,2013,91666.48898739724,74297.74434832046,17368.744639076787
2023-05-01,East,Tablets,138577.18867346254,76147.65479352366,22724.66611538802,48,404,9,15,1272.6402146794408,12151.93791126645,29123.654682544013,2023,145506.0481071357,78432.08443732937,67073.96366980633
2020-09-01,South,Smartwatches,114856.8898823066,81452.36992535801,23379.345413973613,29,902,32,6,7227.137533760377,5611.212164328823,42140.18802558544,2020,120599.73437642193,83895.94102311875,36703.793353303176
2010-08-01,North,Speakers,110436.10548905349,100134.89689224784,33817.492729701626,10,256,13,6,8126.450042987824,5304.896748365839,25739.464157070277,2010,115957.91076350617,103138.94379901528,12818.966964490886
2018-05-01,East,Laptops,115405.89516159208,63502.95065533699,19497.797361134504,82,187,43,16,2716.8601686810443,5112.234573955588,34795.833591159,2018,121176.18991967168,65408.039174997095,55768.15074467459
2023-04-01,North,Speakers,86454.19329767313,85395.87194692467,27182.41412148014,18,327,48,4,8562.491187064395,16050.213854916232,37017.835834973885,2023,90776.9029625568,87957.74810533242,2819.1548572243773
2020-04-01,North,Speakers,118619.43771704896,80831.61276248324,15736.927510304433,60,464,32,5,6505.885089526686,5357.37371676307,38482.98542084367,2020,124550.40960290142,83256.56114535774,41293.848457543674
2024-08-01,North,Laptops,131117.61562983826,66544.6974238029,24076.16121343249,47,745,29,6,8387.70158236642,9107.233563375115,34221.23413991148,2024,137673.49641133018,68541.038346517,69132.45806481318
2018-11-01,East,Smartwatches,72386.04756599128,98560.07541272067,28917.20951254578,24,365,47,13,7450.242969338243,14675.719211778316,32163.519980869663,2018,76005.34994429085,101516.8776751023,-25511.527730811446
2018-05-01,East,Headphones,110831.25603076704,94855.10541920782,19765.189264470824,93,183,42,14,7341.657532439737,14279.763457810612,29135.397095462187,2018,116372.81883230539,97700.75858178406,18672.060250521332
2010-04-01,North,Laptops,101255.80139667584,103074.1505646875,10405.368654535743,50,311,31,13,2424.1693847173096,5827.171407118739,28944.193777469794,2010,106318.59146650964,106166.37508162812,152.21638488151075
2019-02-01,South,Laptops,89616.3012724901,97703.04060001884,22835.06314282203,56,317,28,10,3842.1720206903215,8850.00117010485,23317.284548464184,2019,94097.11633611462,100634.1318180194,-6537.015481904789
2011-07-01,North,Tablets,78134.88019109609,80152.99314265505,18915.459384484824,35,952,47,17,5709.2086583041855,14589.832825684383,30181.674903129828,2011,82041.6242006509,82557.5829369347,-515.9587362838065
2012-08-01,South,Smartwatches,121038.39325975956,89291.36855085836,24221.293708290705,63,848,47,18,2012.9194565237767,10883.686498722062,29162.291677188437,2012,127090.31292274754,91970.10960738412,35120.203315363426
2021-05-01,North,Laptops,104159.79325849912,84977.5098085826,17667.944861079563,79,250,20,7,5306.437419660306,11987.342079160497,22777.05829790571,2021,109367.78292142408,87526.83510284008,21840.947818583998
2010-12-01,West,Headphones,95857.39992995583,66393.76731815319,31937.90814471249,48,785,6,4,5007.881425059202,8106.285785145276,22045.92360270334,2010,100650.26992645363,68385.58033769779,32264.68958875585
2021-07-01,North,Smartphones,110847.64226999645,60433.91207909889,20532.15915773673,26,239,6,16,3087.309955827812,5566.361363862818,27842.742009742145,2021,116390.02438349627,62246.92944147186,54143.094942024414
2013-10-01,North,Smartwatches,97450.38424961764,85535.14453575679,23955.390882240365,79,154,9,10,2797.460125921144,10178.042399197177,42121.96101364842,2013,102322.90346209852,88101.19887182949,14221.70459026903
2019-11-01,East,Tablets,85918.56556505841,81447.09498402364,15001.547641014717,18,240,25,19,3226.367367301877,15244.759502134,19908.194843777543,2019,90214.49384331133,83890.50783354435,6323.986009766973
2011-04-01,South,Speakers,102579.04095891098,74953.7984943825,14124.657243810188,55,173,14,3,6445.960860433531,16497.942383199206,43815.801107933534,2011,107707.99300685653,77202.41244921398,30505.58055764255
2020-09-01,West,Laptops,99439.88072836296,78614.46695396275,13515.620461758956,15,234,46,19,4734.571344063924,13887.9487950394,38958.42322726521,2020,104411.87476478111,80972.90096258164,23438.97380219947
2015-03-01,South,Headphones,64516.24096963271,106541.9574310414,13549.252086858862,77,928,22,13,4725.631841223196,10898.014157473075,20475.680492035583,2015,67742.05301811434,109738.21615397265,-41996.16313585831
2019-01-01,West,Smartwatches,87408.66810448114,47305.85280133048,23392.318998328454,25,741,30,8,2635.59889862305,13747.03696188986,10553.040043826644,2019,91779.1015097052,48725.028385370395,43054.073124334805
2019-11-01,North,Headphones,74712.09997597852,89598.44490280442,16984.938384615143,96,843,24,18,8086.294817345156,15574.830016014232,13072.799377540046,2019,78447.70497477744,92286.39824988856,-13838.693275111116
2011-09-01,East,Headphones,66971.95449688603,92637.81711605733,13649.855440702737,96,125,45,19,7303.414497441743,16329.076373115167,45314.82810550327,2011,70320.55222173034,95416.95162953905,-25096.399407808713
2023-02-01,East,Speakers,109353.98745845238,94515.86145010484,16516.544384816705,38,587,40,18,4861.675564108669,6417.287320970158,42277.08587088848,2023,114821.686831375,97351.337293608,17470.349537767004
2011-01-01,South,Tablets,86624.66140340184,59324.69035293266,23518.195209556023,50,534,25,19,2279.817273181436,17044.75606285221,25183.071982957365,2011,90955.89447357194,61104.43106352064,29851.4634100513
2023-06-01,East,Smartwatches,120828.1259103825,75602.10866895434,23393.435112231877,77,680,6,4,7432.307834769762,5952.145501407461,12468.174876992096,2023,126869.53220590163,77870.17192902298,48999.36027687865
2010-04-01,South,Laptops,63428.073673121165,74852.8581975532,24984.509257761587,71,161,37,13,9089.599078477551,18056.861884172147,42445.28427005234,2010,66599.47735677722,77098.4439434798,-10498.966586702576
2022-12-01,South,Tablets,94044.92130333548,84379.78764314087,18592.36061109713,49,299,27,12,2604.357355537717,10883.612662438394,20209.680637588703,2022,98747.16736850225,86911.18127243509,11835.986096067165
2018-06-01,West,Laptops,87681.47381447116,63058.891184557,29985.605900035956,71,589,43,15,6423.943840151283,13203.83443617576,48124.71309459306,2018,92065.54750519471,64950.657920093705,27114.88958510101
2014-11-01,South,Smartphones,68440.70651593254,85677.1629865356,25410.0668471846,33,592,35,15,4818.779218937472,9349.737433142032,30915.912482199223,2014,71862.74184172918,88247.47787613167,-16384.736034402493
2020-08-01,West,Headphones,100101.74064362951,66728.50676110375,14129.213926089113,15,778,8,10,1788.853235582657,11399.95979800749,38607.13140611399,2020,105106.827675811,68730.36196393687,36376.46571187413
2012-03-01,East,Smartphones,70186.70907404136,75536.30000879761,24060.6956861384,49,567,45,19,7532.443084026896,17677.906459502105,28472.74125584084,2012,73696.04452774342,77802.38900906155,-4106.344481318127
2015-09-01,South,Headphones,104454.31679244572,100175.79566091672,20095.54236216885,79,215,7,8,1640.324953522947,9435.444842451643,11107.448319692725,2015,109677.03263206802,103181.06953074422,6495.963101323796
2012-01-01,South,Speakers,114415.17518546908,92632.30650839044,19174.62830064653,67,470,41,19,7320.083404874911,13462.703647552022,12526.854768389258,2012,120135.93394474254,95411.27570364215,24724.65824110039
2020-11-01,North,Tablets,105351.06352649513,81857.40619644392,20049.21486180988,23,750,14,9,3530.3760483912843,14706.18668274616,49039.2921696435,2020,110618.61670281988,84313.12838233724,26305.488320482647
2018-01-01,South,Laptops,107877.6699195174,59116.11068905798,16670.21179365599,87,331,46,7,6090.937773364323,7196.123010693938,26489.76447040021,2018,113271.55341549327,60889.59400972972,52381.95940576355
2012-01-01,South,Speakers,120624.69810148004,84985.70557074063,25044.983392126687,54,547,36,8,2444.084578577437,16667.241282858322,17326.967903975397,2012,126655.93300655404,87535.27673786285,39120.65626869119
2022-04-01,North,Laptops,99464.73197745925,85993.89994531812,17108.83491068249,15,313,40,9,4338.071828770166,19986.013411227214,38811.81777052362,2022,104437.96857633222,88573.71694367766,15864.25163265456
2023-06-01,North,Tablets,83479.44714229625,48508.78254990833,17199.179451328113,32,307,31,17,1936.805395584104,7325.922631883908,45287.68321271753,2023,87653.41949941107,49964.04602640558,37689.37347300549
2022-10-01,East,Smartwatches,87820.9698968775,85262.73464460576,23800.967776498503,71,201,23,15,5205.732590264227,16518.266972299763,20679.33352962865,2022,92212.01839172139,87820.61668394394,4391.401707777448
2020-06-01,South,Smartphones,88252.5177060355,63859.00671870545,30852.381638008286,93,909,42,16,2919.6163213834734,7206.096401955146,32844.96535542673,2020,92665.14359133728,65774.77692026662,26890.36667107066
2021-01-01,East,Smartphones,79133.22596912796,57806.37159471246,17515.376299140495,26,109,5,7,2691.374305814686,19253.84379718272,19815.48053201668,2021,83089.88726758436,59540.56274255383,23549.324525030526
2010-09-01,East,Laptops,115684.22606884711,63170.27866645365,13767.37459891701,93,572,30,10,1964.3717649716768,11164.783816377876,42902.082402297405,2010,121468.43737228948,65065.38702644726,56403.050345842224
2019-08-01,North,Laptops,110538.05657366746,47577.81689923337,25699.222589521512,79,222,17,19,7888.906080848519,19698.754397576144,13471.977453976073,2019,116064.95940235084,49005.15140621037,67059.80799614047
2024-10-01,West,Laptops,66699.93529838324,73886.20108117674,20975.211673395468,37,886,39,6,6755.678895723667,6018.76679154725,24901.017283613357,2024,70034.9320633024,76102.78711361204,-6067.855050309634
2021-02-01,East,Tablets,83473.5107436932,64920.80023420374,22511.75111955282,22,103,6,12,2412.135709205267,16864.71711349151,25195.837988681804,2021,87647.18628087787,66868.42424122986,20778.762039648005
2014-12-01,West,Smartwatches,78160.29290237067,97108.76188455452,20171.640539882246,38,566,26,15,5251.864489466405,12100.671490200966,35476.977649781504,2014,82068.30754748921,100022.02474109115,-17953.717193601944
2024-04-01,South,Smartphones,106346.9201150682,74614.07888200419,22967.97373328613,54,358,43,10,6947.961538975546,9342.410497448143,17128.391937324686,2024,111664.26612082162,76852.50124846432,34811.76487235729
2020-01-01,North,Speakers,121530.19022246712,69202.59122477798,21819.43565567858,29,820,32,18,8902.61816710742,16218.321270028588,29000.27366936665,2020,127606.69973359049,71278.66896152133,56328.03077206916
2021-07-01,South,Headphones,108963.72046683569,56105.02489093806,17382.69478747766,67,877,48,4,1536.149389924576,14529.931238686646,32081.832088538435,2021,114411.90649017747,57788.1756376662,56623.73085251127
2024-07-01,South,Tablets,85976.15076706675,73581.07566047787,23519.388234533624,90,873,6,11,4261.194430121241,18543.273720664813,45635.22687726047,2024,90274.95830542009,75788.50793029221,14486.450375127883
2018-12-01,North,Smartphones,93620.43395322892,100301.73429049215,22500.502903899127,63,386,15,5,6543.579205034909,8732.145336982881,31066.093022550973,2018,98301.45565089036,103310.78631920692,-5009.330668316557
2018-12-01,South,Smartwatches,72142.97486863399,103209.78532555462,18144.00186368562,73,130,41,13,1140.5569632368167,19096.180678586006,15276.926446951791,2018,75750.1236120657,106306.07888532126,-30555.95527325556
2020-11-01,North,Tablets,73676.74966436319,74528.89388296645,19134.90689001296,61,787,30,10,3191.737930469157,14628.023259280708,14053.3850896125,2020,77360.58714758135,76764.76069945545,595.8264481258957
2016-04-01,West,Speakers,116920.99429849384,78957.37460649479,16070.575327083749,52,620,32,7,7704.104814692184,11756.51095011071,46965.50707006524,2016,122767.04401341853,81326.09584468964,41440.94816872889
2012-06-01,South,Smartphones,128882.24406262508,90543.54029454368,22309.44133919712,96,815,30,11,4201.629087324365,5796.969690782042,49186.744300627564,2012,135326.35626575633,93259.84650337999,42066.50976237634
